procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0  19855     71  10503    0    0     0   214    1    3  1  0 99  0  0 2018-11-27 00:25:21
 0  0      0  19857     71  10503    0    0     0     0  449  767  0  0 100  0  0 2018-11-27 00:25:22
 0  0      0  19857     71  10503    0    0     0     0  319  639  0  0 100  0  0 2018-11-27 00:25:23
 1  0      0  19835     71  10526    0    0     0    68 3359 4974  3  1 96  0  0 2018-11-27 00:25:24
 0  0      0  19800     71  10561    0    0     0     0 9982 12355  7  3 90  0  0 2018-11-27 00:25:25
 2  0      0  19776     71  10586    0    0     0 62772 10558 11094  5  3 88  3  0 2018-11-27 00:25:26
 2  0      0  19738     71  10624    0    0     0     0 23002 19619  9  4 87  0  0 2018-11-27 00:25:27
 1  0      0  19698     71  10664    0    0     0     0 31443 23424 11  5 85  0  0 2018-11-27 00:25:28
 4  0      0  19658     71  10704    0    0     0     0 35310 24287 11  6 83  0  0 2018-11-27 00:25:29
 2  0      0  19613     71  10748    0    0     0     0 36469 26321 11  6 83  0  0 2018-11-27 00:25:30
 2  0      0  19567     71  10795    0    0     0    68 36898 26385 11  6 83  0  0 2018-11-27 00:25:31
 3  0      0  19525     71  10837    0    0     0     0 36710 25359 12  5 83  0  0 2018-11-27 00:25:32
 1  0      0  19484     71  10878    0    0     0     0 37440 25725 12  5 83  0  0 2018-11-27 00:25:33
 3  0      0  19440     71  10922    0    0     0     0 38270 26471 12  6 82  0  0 2018-11-27 00:25:34
 2  0      0  19395     71  10967    0    0     0     0 38688 26735 12  5 83  0  0 2018-11-27 00:25:35
 3  0      0  19351     71  11011    0    0     0    72 37912 26350 11  6 83  0  0 2018-11-27 00:25:36
 2  0      0  19309     71  11053    0    0     0     0 37838 25620 11  6 83  0  0 2018-11-27 00:25:37
 2  0      0  19270     71  11092    0    0     0     0 36941 25320 13  5 82  0  0 2018-11-27 00:25:38
 2  0      0  19231     71  11131    0    0     0     0 37156 25907 11  5 83  0  0 2018-11-27 00:25:39
 3  0      0  19191     71  11170    0    0     0    68 37136 25637 11  6 83  0  0 2018-11-27 00:25:40
 2  0      0  19152     71  11209    0    0     0    68 36855 25392 12  5 82  0  0 2018-11-27 00:25:41
 1  0      0  19114     71  11248    0    0     0     0 36314 25017 13  5 82  0  0 2018-11-27 00:25:42
 2  0      0  19072     71  11290    0    0     0     0 37766 25944 12  6 83  0  0 2018-11-27 00:25:43
 5  0      0  19030     71  11332    0    0     0     0 37481 26080 11  5 83  0  0 2018-11-27 00:25:44
 3  0      0  18988     71  11374    0    0     0     0 37691 25866 11  5 84  0  0 2018-11-27 00:25:45
 3  0      0  18947     71  11415    0    0     0   132 37289 25794 11  5 83  0  0 2018-11-27 00:25:46
 2  0      0  18906     71  11456    0    0     0     0 36747 25826 13  5 82  0  0 2018-11-27 00:25:47
 1  0      0  18867     71  11495    0    0     0  3752 37164 25407 11  6 82  1  0 2018-11-27 00:25:48
 2  0      0  18829     71  11533    0    0     0     0 37192 25045 12  5 83  0  0 2018-11-27 00:25:49
 2  1      0  18790     71  11572    0    0     0 301064 37860 24664 12  7 75  6  0 2018-11-27 00:25:50
 3  2      0  18751     71  11611    0    0     0 157760 36209 24580 13  7 72  9  0 2018-11-27 00:25:51
 1  2      0  18710     71  11651    0    0     0 196608 37324 25165 12  6 75  7  0 2018-11-27 00:25:52
 1  2      0  18672     71  11690    0    0     0 163840 37445 24939 12  6 73  8  0 2018-11-27 00:25:53
 3  2      0  18632     71  11730    0    0     0 163840 37898 25800 12  7 74  7  0 2018-11-27 00:25:54
 1  0      0  18592     71  11770    0    0     0  9300 37350 26239 13  6 73  8  0 2018-11-27 00:25:55
 1  0      0  18553     71  11808    0    0     0    68 36804 24638 11  6 83  0  0 2018-11-27 00:25:56
 2  0      0  18516     71  11845    0    0     0     0 36243 24300 12  6 82  0  0 2018-11-27 00:25:57
 3  0      0  18479     71  11882    0    0     0     0 36441 24561 13  6 82  0  0 2018-11-27 00:25:58
 2  0      0  18442     71  11919    0    0     0     0 36656 24682 13  5 82  0  0 2018-11-27 00:25:59
 2  0      0  18401     71  11961    0    0     0     0 36939 25162 13  5 82  0  0 2018-11-27 00:26:00
 1  0      0  18361     71  12000    0    0     0    68 37786 24952 11  6 82  0  0 2018-11-27 00:26:01
 3  0      0  18317     71  12044    0    0     0    20 38633 26340 11  5 83  0  0 2018-11-27 00:26:02
 1  0      0  18270     71  12091    0    0     0     0 39066 26948 11  6 83  0  0 2018-11-27 00:26:03
 4  0      0  18227     71  12134    0    0     0     0 37493 25901 13  5 82  0  0 2018-11-27 00:26:04
 1  0      0  18186     71  12175    0    0     0     0 37770 25683 11  6 83  0  0 2018-11-27 00:26:05
 2  0      0  18144     71  12218    0    0     0    68 38105 25908 11  5 83  0  0 2018-11-27 00:26:06
 1  0      0  18102     71  12259    0    0     0     4 37745 25645 11  6 83  0  0 2018-11-27 00:26:07
 1  0      0  18061     71  12300    0    0     0     0 37018 25061 13  6 82  0  0 2018-11-27 00:26:08
 2  0      0  18019     71  12342    0    0     0     0 37562 25397 12  6 83  0  0 2018-11-27 00:26:09
 2  0      0  17979     71  12383    0    0     0     0 37658 25877 13  5 82  0  0 2018-11-27 00:26:10
 4  0      0  17938     71  12424    0    0     0    68 37544 25823 12  6 83  0  0 2018-11-27 00:26:11
 2  0      0  17897     71  12464    0    0     0     0 37205 25740 12  5 82  0  0 2018-11-27 00:26:12
 2  0      0  17858     71  12504    0    0     0     0 36490 25680 13  5 82  0  0 2018-11-27 00:26:13
 1  0      0  17817     71  12544    0    0     0     0 37380 26025 13  6 82  0  0 2018-11-27 00:26:14
 2  0      0  17776     71  12585    0    0     0 227336 37538 25699 12  7 78  3  0 2018-11-27 00:26:15
 3  2      0  17737     71  12625    0    0     0 168000 37410 25494 12  6 71 10  0 2018-11-27 00:26:16
 2  2      0  17699     71  12662    0    0     0 161792 36653 24901 14  6 67 13  0 2018-11-27 00:26:17
 2  2      0  17661     71  12701    0    0     0 196608 37051 25467 12  7 74  7  0 2018-11-27 00:26:18
 4  2      0  24118     71   6243    0    0     0 163840 37509 25112 12 14 66  7  0 2018-11-27 00:26:19
 2  2      0  26372     71   3989    0    0     0 131068 37179 26861 12  8 66 14  0 2018-11-27 00:26:20
 2  0      0  26332     71   4029    0    0     0 11520 37077 26438 14  6 73  7  0 2018-11-27 00:26:21
 2  0      0  26291     71   4070    0    0     0     0 36770 24900 12  6 82  0  0 2018-11-27 00:26:22
 1  0      0  26250     71   4111    0    0     0     0 38074 25918 12  5 83  0  0 2018-11-27 00:26:23
 3  0      0  26207     71   4155    0    0     0     0 38650 26492 11  6 83  0  0 2018-11-27 00:26:24
 7  0      0  26164     71   4198    0    0     0     0 38176 26466 13  6 82  0  0 2018-11-27 00:26:25
 2  0      0  26120     71   4242    0    0     0    68 38183 26030 12  6 82  0  0 2018-11-27 00:26:26
 2  0      0  26076     71   4285    0    0     0     0 38289 25599 11  6 83  0  0 2018-11-27 00:26:27
 4  0      0  26034     71   4327    0    0     0     0 37469 25630 12  6 82  0  0 2018-11-27 00:26:28
 5  0      0  25994     71   4367    0    0     0     0 37553 26016 11  6 83  0  0 2018-11-27 00:26:29
 1  0      0  25956     71   4406    0    0     0     0 37391 25690 13  6 82  0  0 2018-11-27 00:26:30
