procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 1  0      0  30304      4   1307    0    0    16    34  274  826  9  2 89  0  0 2018-12-24 20:33:45
 0  0      0  30305      4   1307    0    0     0   572  670  837  0  0 98  1  0 2018-12-24 20:33:46
 0  0      0  30306      4   1307    0    0     0    76  237  495  0  0 99  0  0 2018-12-24 20:33:47
 5  0      0  30295      4   1307    0    0     0    72 23679 23015 20  4 76  0  0 2018-12-24 20:33:48
 7  0      0  30282      4   1307    0    0     0     0 52990 49224 46  9 45  0  0 2018-12-24 20:33:49
 7  0      0  30288      4   1307    0    0     0     0 55189 48918 45  9 46  0  0 2018-12-24 20:33:50
 6  0      0  30290      4   1307    0    0     0     0 59045 51004 44 10 46  0  0 2018-12-24 20:33:51
 7  0      0  30290      4   1307    0    0     0     0 60373 50720 44  9 46  0  0 2018-12-24 20:33:52
 7  0      0  30290      4   1307    0    0     0     0 58271 50375 45  8 47  0  0 2018-12-24 20:33:53
 7  0      0  30290      4   1307    0    0     0     0 56782 48947 45  9 46  0  0 2018-12-24 20:33:54
 5  0      0  30290      4   1307    0    0     0     0 57858 51018 46  9 46  0  0 2018-12-24 20:33:55
 6  0      0  30289      4   1307    0    0     0     0 59021 53286 45  9 46  0  0 2018-12-24 20:33:56
 6  0      0  30290      4   1307    0    0     0     0 58621 52127 46  8 46  0  0 2018-12-24 20:33:57
 7  0      0  30291      4   1307    0    0     0     0 59740 52603 46  9 45  0  0 2018-12-24 20:33:58
 7  0      0  30290      4   1307    0    0     0     0 57819 49910 45  9 46  0  0 2018-12-24 20:33:59
 6  0      0  30291      4   1307    0    0     0     0 58472 50284 45  9 46  0  0 2018-12-24 20:34:00
 5  0      0  30290      4   1307    0    0     0     0 57186 49917 47  8 45  0  0 2018-12-24 20:34:01
 8  0      0  30292      4   1307    0    0     0     0 57975 50584 46  9 46  0  0 2018-12-24 20:34:02
 6  0      0  30291      4   1307    0    0     0     0 62472 52107 45  9 46  0  0 2018-12-24 20:34:03
 7  0      0  30288      4   1308    0    0     0  2824 58347 50276 46  8 45  0  0 2018-12-24 20:34:04
 7  0      0  30288      4   1308    0    0     0     0 58093 49814 45  9 46  0  0 2018-12-24 20:34:05
 6  0      0  30287      4   1308    0    0     0     0 56005 48872 46  9 46  0  0 2018-12-24 20:34:06
