2018-12-17 21:47:43, id: test-214743-239, starting consumer #0
2018-12-17 21:47:43, id: test-214743-239, starting consumer #0, channel #0
2018-12-17 21:47:44, id: test-214743-239, time: 1.100s, received: 0.91 msg/s
2018-12-17 21:47:45, id: test-214743-239, time: 2.101s, received: 6308 msg/s
2018-12-17 21:47:46, id: test-214743-239, time: 3.101s, received: 6310 msg/s
2018-12-17 21:47:47, id: test-214743-239, time: 4.101s, received: 6211 msg/s
2018-12-17 21:47:48, id: test-214743-239, time: 5.101s, received: 5995 msg/s
2018-12-17 21:47:49, id: test-214743-239, time: 6.101s, received: 6241 msg/s
2018-12-17 21:47:50, id: test-214743-239, time: 7.101s, received: 5813 msg/s
2018-12-17 21:47:51, id: test-214743-239, time: 8.101s, received: 6276 msg/s
2018-12-17 21:47:52, id: test-214743-239, time: 9.108s, received: 5798 msg/s
2018-12-17 21:47:53, id: test-214743-239, time: 10.108s, received: 6447 msg/s
2018-12-17 21:47:54, id: test-214743-239, time: 11.108s, received: 6251 msg/s
2018-12-17 21:47:55, id: test-214743-239, time: 12.109s, received: 6171 msg/s
2018-12-17 21:47:56, id: test-214743-239, time: 13.109s, received: 6321 msg/s
2018-12-17 21:47:57, id: test-214743-239, time: 14.109s, received: 6137 msg/s
2018-12-17 21:47:58, id: test-214743-239, time: 15.109s, received: 6045 msg/s
2018-12-17 21:47:59, id: test-214743-239, time: 16.109s, received: 6126 msg/s
2018-12-17 21:48:00, id: test-214743-239, time: 17.109s, received: 6024 msg/s
2018-12-17 21:48:01, id: test-214743-239, time: 18.109s, received: 6270 msg/s
2018-12-17 21:48:02, id: test-214743-239, time: 19.109s, received: 6024 msg/s
2018-12-17 21:48:03, id: test-214743-239, time: 20.109s, received: 6187 msg/s
2018-12-17 21:48:04, id: test-214743-239, time: 21.110s, received: 6215 msg/s
2018-12-17 21:48:05, id: test-214743-239, time: 22.110s, received: 6198 msg/s
2018-12-17 21:48:06, id: test-214743-239, time: 23.110s, received: 6006 msg/s
2018-12-17 21:48:07, id: test-214743-239, time: 24.110s, received: 6255 msg/s
2018-12-17 21:48:08, id: test-214743-239, time: 25.110s, received: 6114 msg/s
2018-12-17 21:48:09, id: test-214743-239, time: 26.117s, received: 5357 msg/s
2018-12-17 21:48:10, id: test-214743-239, time: 27.117s, received: 6511 msg/s
2018-12-17 21:48:11, id: test-214743-239, time: 28.117s, received: 6171 msg/s
2018-12-17 21:48:12, id: test-214743-239, time: 29.117s, received: 6192 msg/s
2018-12-17 21:48:13, id: test-214743-239, time: 30.118s, received: 6131 msg/s
