time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-26 23:04:15:672, 0, 81.8599, 16.3720, 167649, 33529.8000, 17, 4983, 16.4278, 33644.1902
2018-11-26 23:04:20:672, 0, 182.3525, 20.0985, 373458, 41161.8000, 0, 5000, 20.0985, 41161.8000
2018-11-26 23:04:25:672, 0, 277.4111, 19.0117, 568138, 38936.0000, 0, 5000, 19.0117, 38936.0000
2018-11-26 23:04:34:591, 0, 380.9917, 11.6135, 780271, 23784.3929, 0, 8919, 11.6135, 23784.3929
2018-11-26 23:04:39:591, 0, 484.6479, 20.7313, 992559, 42457.6000, 0, 5000, 20.7313, 42457.6000
2018-11-26 23:04:44:591, 0, 595.8120, 22.2328, 1220223, 45532.8000, 0, 5000, 22.2328, 45532.8000
2018-11-26 23:04:49:591, 0, 705.8560, 22.0088, 1445593, 45074.0000, 0, 5000, 22.0088, 45074.0000
2018-11-26 23:04:54:591, 0, 809.7393, 20.7767, 1658346, 42550.6000, 0, 5000, 20.7767, 42550.6000
2018-11-26 23:04:59:591, 0, 915.9688, 21.2459, 1875904, 43511.6000, 0, 5000, 21.2459, 43511.6000
2018-11-26 23:05:04:591, 0, 1022.4858, 21.3034, 2094051, 43629.4000, 0, 5000, 21.3034, 43629.4000
2018-11-26 23:05:09:591, 0, 1125.4912, 20.6011, 2305006, 42191.0000, 0, 5000, 20.6011, 42191.0000
2018-11-26 23:05:14:591, 0, 1233.1284, 21.5274, 2525447, 44088.2000, 0, 5000, 21.5274, 44088.2000
2018-11-26 23:05:19:591, 0, 1343.6113, 22.0966, 2751716, 45253.8000, 0, 5000, 22.0966, 45253.8000
2018-11-26 23:05:24:591, 0, 1453.8369, 22.0451, 2977458, 45148.4000, 0, 5000, 22.0451, 45148.4000
2018-11-26 23:05:29:591, 0, 1560.8384, 21.4003, 3196597, 43827.8000, 0, 5000, 21.4003, 43827.8000
2018-11-26 23:05:34:591, 0, 1665.7813, 20.9886, 3411520, 42984.6000, 0, 5000, 20.9886, 42984.6000
2018-11-26 23:05:39:591, 0, 1775.8101, 22.0058, 3636859, 45067.8000, 0, 5000, 22.0058, 45067.8000
2018-11-26 23:05:44:591, 0, 1889.3809, 22.7142, 3869452, 46518.6000, 0, 5000, 22.7142, 46518.6000
2018-11-26 23:05:49:591, 0, 1997.5327, 21.6304, 4090947, 44299.0000, 0, 5000, 21.6304, 44299.0000
2018-11-26 23:05:54:591, 0, 2105.0186, 21.4972, 4311078, 44026.2000, 0, 5000, 21.4972, 44026.2000
2018-11-26 23:05:59:591, 0, 2215.0322, 22.0027, 4536386, 45061.6000, 0, 5000, 22.0027, 45061.6000
2018-11-26 23:06:04:591, 0, 2322.3818, 21.4699, 4756238, 43970.4000, 0, 5000, 21.4699, 43970.4000
2018-11-26 23:06:09:591, 0, 2431.4268, 21.8090, 4979562, 44664.8000, 0, 5000, 21.8090, 44664.8000
2018-11-26 23:06:14:591, 0, 2537.1416, 21.1430, 5196066, 43300.8000, 0, 5000, 21.1430, 43300.8000
2018-11-26 23:06:19:591, 0, 2642.8716, 21.1460, 5412601, 43307.0000, 0, 5000, 21.1460, 43307.0000
2018-11-26 23:06:24:591, 0, 2749.3735, 21.3004, 5630717, 43623.2000, 0, 5000, 21.3004, 43623.2000
2018-11-26 23:06:29:591, 0, 2855.5122, 21.2277, 5848089, 43474.4000, 0, 5000, 21.2277, 43474.4000
2018-11-26 23:06:34:591, 0, 2962.7407, 21.4457, 6067693, 43920.8000, 0, 5000, 21.4457, 43920.8000
2018-11-26 23:06:39:591, 0, 3072.4668, 21.9452, 6292412, 44943.8000, 0, 5000, 21.9452, 44943.8000
2018-11-26 23:06:44:591, 0, 3177.3340, 20.9734, 6507180, 42953.6000, 0, 5000, 20.9734, 42953.6000
2018-11-26 23:06:49:591, 0, 3280.3091, 20.5950, 6718073, 42178.6000, 0, 5000, 20.5950, 42178.6000
2018-11-26 23:06:54:591, 0, 3388.2793, 21.5940, 6939196, 44224.6000, 0, 5000, 21.5940, 44224.6000
2018-11-26 23:06:59:591, 0, 3498.9590, 22.1359, 7165868, 45334.4000, 0, 5000, 22.1359, 45334.4000
2018-11-26 23:07:04:591, 0, 3607.0957, 21.6273, 7387332, 44292.8000, 0, 5000, 21.6273, 44292.8000
2018-11-26 23:07:09:591, 0, 3715.8682, 21.7545, 7610098, 44553.2000, 0, 5000, 21.7545, 44553.2000
2018-11-26 23:07:14:591, 0, 3822.9604, 21.4185, 7829423, 43865.0000, 0, 5000, 21.4185, 43865.0000
2018-11-26 23:07:19:591, 0, 3932.6563, 21.9392, 8054080, 44931.4000, 0, 5000, 21.9392, 44931.4000
