procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0  19846     74  10601    0    0     0    40    0    0  0  0 100  0  0 2018-11-24 00:40:32
 0  0      0  19848     74  10601    0    0     0     0  225  399  0  0 100  0  0 2018-11-24 00:40:33
 0  0      0  19847     74  10601    0    0     0     0  207  444  0  0 100  0  0 2018-11-24 00:40:34
 1  0      0  19830     74  10619    0    0     0    68 3330 3567  2  1 97  0  0 2018-11-24 00:40:35
 2  0      0  19800     74  10649    0    0     0    68 11608 11116  6  3 91  0  0 2018-11-24 00:40:36
 1  0      0  19776     74  10673    0    0     0     0 13832 13156  6  3 91  0  0 2018-11-24 00:40:37
 2  0      0  19751     74  10698    0    0     0     0 14335 13612  6  3 91  0  0 2018-11-24 00:40:38
 0  0      0  19727     74  10722    0    0     0     0 14581 14094  7  3 90  0  0 2018-11-24 00:40:39
 0  2      0  19711     74  10738    0    0     0 119032 12876 12665  5  3 86  6  0 2018-11-24 00:40:40
 2  0      0  19683     74  10766    0    0     0    68 13861 12929  5  3 85  6  0 2018-11-24 00:40:41
 0  0      0  19654     74  10795    0    0     0     0 15841 15128  6  3 91  0  0 2018-11-24 00:40:42
 1  0      0  19630     74  10820    0    0     0     0 14725 14069  7  4 90  0  0 2018-11-24 00:40:43
 1  0      0  19606     74  10844    0    0     0     0 14747 14329  5  3 92  0  0 2018-11-24 00:40:44
 0  1      0  19585     74  10864    0    0     0 141208 11907 11928  5  3 91  2  0 2018-11-24 00:40:45
 0  0      0  19568     74  10882    0    0     0    68 8067 7763  4  2 88  6  0 2018-11-24 00:40:46
 1  0      0  19532     74  10917    0    0     0     0 15791 15182  8  4 88  0  0 2018-11-24 00:40:47
 1  0      0  19508     74  10942    0    0     0     0 14615 14299  6  4 90  0  0 2018-11-24 00:40:48
 1  0      0  19483     74  10966    0    0     0     0 14723 14243  6  3 90  0  0 2018-11-24 00:40:49
 2  0      0  19459     74  10990    0    0     0  3724 14498 14245  7  3 89  1  0 2018-11-24 00:40:50
 0  0      0  19434     74  11015    0    0     0    68 14487 14074  7  3 90  0  0 2018-11-24 00:40:51
 1  0      0  19411     74  11039    0    0     0     0 14717 14640  8  3 89  0  0 2018-11-24 00:40:52
 1  0      0  19385     74  11064    0    0     0     0 14553 14307  7  3 90  0  0 2018-11-24 00:40:53
 1  0      0  19361     74  11088    0    0     0     0 14560 14283  7  3 89  0  0 2018-11-24 00:40:54
 2  0      0  19337     74  11113    0    0     0     0 14476 14328  6  4 90  0  0 2018-11-24 00:40:55
 2  0      0  19312     74  11137    0    0     0    68 14706 14463  7  3 90  0  0 2018-11-24 00:40:56
 2  0      0  19288     74  11162    0    0     0     0 14574 14354  7  3 90  0  0 2018-11-24 00:40:57
 1  0      0  19263     74  11186    0    0     0     0 14512 14223  6  3 90  0  0 2018-11-24 00:40:58
 1  0      0  19239     74  11211    0    0     0     0 14449 14345  6  3 90  0  0 2018-11-24 00:40:59
 2  0      0  19215     74  11235    0    0     0     0 14668 14371  7  3 91  0  0 2018-11-24 00:41:00
 1  0      0  19190     74  11259    0    0     0    68 14969 14622  7  3 90  0  0 2018-11-24 00:41:01
 2  0      0  19166     74  11284    0    0     0     0 14477 14057  7  3 90  0  0 2018-11-24 00:41:02
 1  0      0  19141     74  11308    0    0     0     0 14473 14179  6  3 90  0  0 2018-11-24 00:41:03
 1  0      0  19117     74  11333    0    0     0     0 14476 14228  6  4 90  0  0 2018-11-24 00:41:04
 1  0      0  19092     74  11357    0    0     0     0 14394 14167  6  3 91  0  0 2018-11-24 00:41:05
 3  0      0  19068     74  11382    0    0     0    68 14471 14141  7  3 90  0  0 2018-11-24 00:41:06
 1  0      0  19044     74  11406    0    0     0     0 14397 14053  6  4 90  0  0 2018-11-24 00:41:07
 2  0      0  19019     74  11430    0    0     0     0 14474 14066  7  3 91  0  0 2018-11-24 00:41:08
 2  0      0  18995     74  11455    0    0     0     0 14622 14464  7  3 89  0  0 2018-11-24 00:41:09
 1  0      0  18970     74  11479    0    0     0     0 14764 14567  6  3 90  0  0 2018-11-24 00:41:10
 0  0      0  18945     74  11504    0    0     0   636 14722 14256  6  3 91  0  0 2018-11-24 00:41:11
 1  0      0  18921     74  11528    0    0     0     0 14592 14217  7  3 90  0  0 2018-11-24 00:41:12
