2018-12-21 22:28:07, id: test-222806-763, starting producer #0
2018-12-21 22:28:07, id: test-222806-763, starting producer #0, channel #0
2018-12-21 22:28:07, id: test-222806-763, time: 1.001s, sent: 16348 msg/s
2018-12-21 22:28:08, id: test-222806-763, time: 2.044s, sent: 18090 msg/s
2018-12-21 22:28:09, id: test-222806-763, time: 3.090s, sent: 16255 msg/s
2018-12-21 22:28:10, id: test-222806-763, time: 4.139s, sent: 16208 msg/s
2018-12-21 22:28:12, id: test-222806-763, time: 5.206s, sent: 16037 msg/s
2018-12-21 22:28:13, id: test-222806-763, time: 6.236s, sent: 16401 msg/s
2018-12-21 22:28:14, id: test-222806-763, time: 7.255s, sent: 16685 msg/s
2018-12-21 22:28:15, id: test-222806-763, time: 8.300s, sent: 16375 msg/s
2018-12-21 22:28:16, id: test-222806-763, time: 9.340s, sent: 16350 msg/s
2018-12-21 22:28:17, id: test-222806-763, time: 10.379s, sent: 16364 msg/s
2018-12-21 22:28:18, id: test-222806-763, time: 11.468s, sent: 15613 msg/s
2018-12-21 22:28:19, id: test-222806-763, time: 12.512s, sent: 16286 msg/s
2018-12-21 22:28:20, id: test-222806-763, time: 13.598s, sent: 15656 msg/s
2018-12-21 22:28:21, id: test-222806-763, time: 14.629s, sent: 16491 msg/s
2018-12-21 22:28:22, id: test-222806-763, time: 15.682s, sent: 16147 msg/s
2018-12-21 22:28:23, id: test-222806-763, time: 16.757s, sent: 15918 msg/s
2018-12-21 22:28:24, id: test-222806-763, time: 17.793s, sent: 16412 msg/s
2018-12-21 22:28:25, id: test-222806-763, time: 18.851s, sent: 16070 msg/s
2018-12-21 22:28:26, id: test-222806-763, time: 19.925s, sent: 15832 msg/s
2018-12-21 22:28:27, id: test-222806-763, time: 20.959s, sent: 16443 msg/s
2018-12-21 22:28:28, id: test-222806-763, time: 22.023s, sent: 15980 msg/s
2018-12-21 22:28:29, id: test-222806-763, time: 23.089s, sent: 16052 msg/s
2018-12-21 22:28:30, id: test-222806-763, time: 24.149s, sent: 16040 msg/s
2018-12-21 22:28:32, id: test-222806-763, time: 25.221s, sent: 15861 msg/s
2018-12-21 22:28:33, id: test-222806-763, time: 26.266s, sent: 16270 msg/s
2018-12-21 22:28:34, id: test-222806-763, time: 27.307s, sent: 16544 msg/s
2018-12-21 22:28:35, id: test-222806-763, time: 28.372s, sent: 15861 msg/s
2018-12-21 22:28:36, id: test-222806-763, time: 29.394s, sent: 16529 msg/s
2018-12-21 22:28:37, id: test-222806-763, time: 30.426s, sent: 16582 msg/s
2018-12-21 22:28:38, id: test-222806-763, time: 31.508s, sent: 15714 msg/s
2018-12-21 22:28:39, id: test-222806-763, time: 32.569s, sent: 16025 msg/s
2018-12-21 22:28:40, id: test-222806-763, time: 33.635s, sent: 15950 msg/s
2018-12-21 22:28:41, id: test-222806-763, time: 34.702s, sent: 15935 msg/s
2018-12-21 22:28:42, id: test-222806-763, time: 35.766s, sent: 15980 msg/s
2018-12-21 22:28:43, id: test-222806-763, time: 36.845s, sent: 15758 msg/s
2018-12-21 22:28:44, id: test-222806-763, time: 37.896s, sent: 16282 msg/s
2018-12-21 22:28:45, id: test-222806-763, time: 38.941s, sent: 16376 msg/s
2018-12-21 22:28:46, id: test-222806-763, time: 40.014s, sent: 15846 msg/s
2018-12-21 22:28:47, id: test-222806-763, time: 41.068s, sent: 16027 msg/s
2018-12-21 22:28:48, id: test-222806-763, time: 42.092s, sent: 16604 msg/s
2018-12-21 22:28:50, id: test-222806-763, time: 43.167s, sent: 15816 msg/s
2018-12-21 22:28:51, id: test-222806-763, time: 44.207s, sent: 16349 msg/s
2018-12-21 22:28:52, id: test-222806-763, time: 45.247s, sent: 16454 msg/s
2018-12-21 22:28:53, id: test-222806-763, time: 46.303s, sent: 16101 msg/s
2018-12-21 22:28:54, id: test-222806-763, time: 47.364s, sent: 16025 msg/s
2018-12-21 22:28:55, id: test-222806-763, time: 48.433s, sent: 15905 msg/s
2018-12-21 22:28:56, id: test-222806-763, time: 49.481s, sent: 16224 msg/s
2018-12-21 22:28:57, id: test-222806-763, time: 50.522s, sent: 16333 msg/s
2018-12-21 22:28:58, id: test-222806-763, time: 51.584s, sent: 16113 msg/s
2018-12-21 22:28:59, id: test-222806-763, time: 52.629s, sent: 16165 msg/s
2018-12-21 22:29:00, id: test-222806-763, time: 53.680s, sent: 16282 msg/s
2018-12-21 22:29:01, id: test-222806-763, time: 54.755s, sent: 15816 msg/s
2018-12-21 22:29:02, id: test-222806-763, time: 55.811s, sent: 16101 msg/s
2018-12-21 22:29:03, id: test-222806-763, time: 56.855s, sent: 16286 msg/s
2018-12-21 22:29:04, id: test-222806-763, time: 57.918s, sent: 15995 msg/s
2018-12-21 22:29:05, id: test-222806-763, time: 58.970s, sent: 16162 msg/s
2018-12-21 22:29:06, id: test-222806-763, time: 60.023s, sent: 16251 msg/s
2018-12-21 22:29:07, id: test-222806-763, time: 61.040s, sent: 16071 msg/s
2018-12-21 22:29:08, id: test-222806-763, time: 62.095s, sent: 16116 msg/s
2018-12-21 22:29:09, id: test-222806-763, time: 63.143s, sent: 16224 msg/s
2018-12-21 22:29:10, id: test-222806-763, time: 64.147s, sent: 16935 msg/s
2018-12-21 22:29:12, id: test-222806-763, time: 65.159s, sent: 16801 msg/s
2018-12-21 22:29:13, id: test-222806-763, time: 66.190s, sent: 16598 msg/s
2018-12-21 22:29:14, id: test-222806-763, time: 67.201s, sent: 16818 msg/s
2018-12-21 22:29:15, id: test-222806-763, time: 68.225s, sent: 16604 msg/s
2018-12-21 22:29:16, id: test-222806-763, time: 69.282s, sent: 16086 msg/s
2018-12-21 22:29:17, id: test-222806-763, time: 70.301s, sent: 16685 msg/s
2018-12-21 22:29:18, id: test-222806-763, time: 71.349s, sent: 16224 msg/s
2018-12-21 22:29:19, id: test-222806-763, time: 72.374s, sent: 16588 msg/s
2018-12-21 22:29:20, id: test-222806-763, time: 73.392s, sent: 16809 msg/s
2018-12-21 22:29:21, id: test-222806-763, time: 74.411s, sent: 16685 msg/s
2018-12-21 22:29:22, id: test-222806-763, time: 75.432s, sent: 16654 msg/s
2018-12-21 22:29:23, id: test-222806-763, time: 76.449s, sent: 16718 msg/s
2018-12-21 22:29:24, id: test-222806-763, time: 77.504s, sent: 16116 msg/s
2018-12-21 22:29:25, id: test-222806-763, time: 78.538s, sent: 16443 msg/s
2018-12-21 22:29:26, id: test-222806-763, time: 79.565s, sent: 16555 msg/s
2018-12-21 22:29:27, id: test-222806-763, time: 80.619s, sent: 16235 msg/s
2018-12-21 22:29:28, id: test-222806-763, time: 81.635s, sent: 16735 msg/s
2018-12-21 22:29:29, id: test-222806-763, time: 82.668s, sent: 16459 msg/s
2018-12-21 22:29:30, id: test-222806-763, time: 83.670s, sent: 16969 msg/s
2018-12-21 22:29:31, id: test-222806-763, time: 84.670s, sent: 17070 msg/s
2018-12-21 22:29:32, id: test-222806-763, time: 85.700s, sent: 16549 msg/s
2018-12-21 22:29:33, id: test-222806-763, time: 86.731s, sent: 16386 msg/s
2018-12-21 22:29:34, id: test-222806-763, time: 87.742s, sent: 16925 msg/s
2018-12-21 22:29:35, id: test-222806-763, time: 88.765s, sent: 16620 msg/s
2018-12-21 22:29:36, id: test-222806-763, time: 89.776s, sent: 16818 msg/s
2018-12-21 22:29:37, id: test-222806-763, time: 90.891s, sent: 16331 msg/s
2018-12-21 22:29:38, id: test-222806-763, time: 91.900s, sent: 16960 msg/s
2018-12-21 22:29:39, id: test-222806-763, time: 92.905s, sent: 16918 msg/s
2018-12-21 22:29:40, id: test-222806-763, time: 93.954s, sent: 16208 msg/s
2018-12-21 22:29:41, id: test-222806-763, time: 95.001s, sent: 16239 msg/s
2018-12-21 22:29:42, id: test-222806-763, time: 96.019s, sent: 16702 msg/s
2018-12-21 22:29:43, id: test-222806-763, time: 97.078s, sent: 16055 msg/s
2018-12-21 22:29:44, id: test-222806-763, time: 98.112s, sent: 16443 msg/s
2018-12-21 22:29:45, id: test-222806-763, time: 99.151s, sent: 16470 msg/s
2018-12-21 22:29:47, id: test-222806-763, time: 100.220s, sent: 15905 msg/s
