procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 1  0      0  25734     61   5727    0    0     0    47    0    0  2  1 97  0  0 2018-12-21 22:28:04
 0  0      0  25735     61   5727    0    0     0   572  636  837  0  0 97  2  0 2018-12-21 22:28:05
 0  0      0  25736     61   5728    0    0     0     0  189  299  0  0 100  0  0 2018-12-21 22:28:06
 6  0      0  25731     61   5728    0    0     0    72 16154 16401 14  3 83  0  0 2018-12-21 22:28:07
 6  0      0  25731     61   5728    0    0     0     0 29809 30104 28  5 67  0  0 2018-12-21 22:28:08
 4  0      0  25729     61   5728    0    0     0     0 30311 30512 29  5 66  0  0 2018-12-21 22:28:09
 4  0      0  25729     61   5728    0    0     0     0 31114 30572 28  6 66  0  0 2018-12-21 22:28:10
 3  0      0  25730     61   5728    0    0     0     0 30517 30643 28  5 67  0  0 2018-12-21 22:28:11
 4  0      0  25730     61   5728    0    0     0     0 30952 30726 28  5 66  0  0 2018-12-21 22:28:12
 4  0      0  25728     61   5728    0    0     0     0 32011 31141 28  6 66  0  0 2018-12-21 22:28:13
 4  0      0  25731     61   5728    0    0     0     0 31357 31350 29  5 66  0  0 2018-12-21 22:28:14
 5  0      0  25731     61   5728    0    0     0     0 31559 31013 28  6 66  0  0 2018-12-21 22:28:15
 5  0      0  25731     61   5728    0    0     0     0 30654 30178 28  5 67  0  0 2018-12-21 22:28:16
 5  0      0  25731     61   5728    0    0     0     0 31391 30597 29  6 66  0  0 2018-12-21 22:28:17
 4  0      0  25731     61   5728    0    0     0     0 31090 30802 28  5 67  0  0 2018-12-21 22:28:18
 4  0      0  25732     61   5728    0    0     0     0 30923 30563 28  6 66  0  0 2018-12-21 22:28:19
 3  0      0  25732     61   5728    0    0     0     0 31597 30491 28  6 67  0  0 2018-12-21 22:28:20
 5  0      0  25732     61   5728    0    0     0     0 31346 30983 28  6 66  0  0 2018-12-21 22:28:21
 3  0      0  25733     61   5728    0    0     0     0 29329 29506 28  5 67  0  0 2018-12-21 22:28:22
 3  0      0  25730     61   5728    0    0     0     0 30959 31048 28  6 66  0  0 2018-12-21 22:28:23
 4  0      0  25731     61   5728    0    0     0     0 30791 30478 28  5 67  0  0 2018-12-21 22:28:24
 4  0      0  25731     61   5728    0    0     0     0 31076 30178 28  5 67  0  0 2018-12-21 22:28:25
 6  0      0  25733     61   5728    0    0     0     0 31447 30831 28  5 67  0  0 2018-12-21 22:28:26
 4  0      0  25732     61   5728    0    0     0     0 31273 30334 29  5 66  0  0 2018-12-21 22:28:27
 5  0      0  25732     61   5728    0    0     0     0 30537 29960 28  6 66  0  0 2018-12-21 22:28:28
 3  0      0  25732     61   5728    0    0     0     0 30459 30194 28  6 66  0  0 2018-12-21 22:28:29
 5  0      0  25733     61   5728    0    0     0     0 30561 29788 28  5 67  0  0 2018-12-21 22:28:30
 4  0      0  25732     61   5728    0    0     0     0 30400 30182 28  5 67  0  0 2018-12-21 22:28:31
