time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-25 17:38:07:075, 0, 63.1963, 12.6393, 129426, 25885.2000, 16, 4984, 12.6798, 25968.2986
2018-11-25 17:38:12:075, 0, 133.9453, 14.1498, 274320, 28978.8000, 0, 5000, 14.1498, 28978.8000
2018-11-25 17:38:17:075, 0, 182.3677, 9.6845, 373489, 19833.8000, 0, 5000, 9.6845, 19833.8000
2018-11-25 17:38:22:075, 0, 254.3276, 14.3920, 520863, 29474.8000, 0, 5000, 14.3920, 29474.8000
2018-11-25 17:38:27:076, 0, 329.4360, 15.0187, 674685, 30758.2484, 0, 5001, 15.0187, 30758.2484
2018-11-25 17:38:32:076, 0, 399.0195, 13.9167, 817192, 28501.4000, 0, 5000, 13.9167, 28501.4000
2018-11-25 17:38:37:076, 0, 474.5820, 15.1125, 971944, 30950.4000, 0, 5000, 15.1125, 30950.4000
2018-11-25 17:38:42:076, 0, 548.8579, 14.8552, 1124061, 30423.4000, 0, 5000, 14.8552, 30423.4000
2018-11-25 17:38:47:076, 0, 617.0942, 13.6473, 1263809, 27949.6000, 0, 5000, 13.6473, 27949.6000
2018-11-25 17:38:52:076, 0, 691.7031, 14.9218, 1416608, 30559.8000, 0, 5000, 14.9218, 30559.8000
2018-11-25 17:38:57:076, 0, 765.2524, 14.7099, 1567237, 30125.8000, 0, 5000, 14.7099, 30125.8000
2018-11-25 17:39:02:076, 0, 839.5435, 14.8582, 1719385, 30429.6000, 0, 5000, 14.8582, 30429.6000
2018-11-25 17:39:07:076, 0, 916.3774, 15.3668, 1876741, 31471.2000, 0, 5000, 15.3668, 31471.2000
2018-11-25 17:39:12:077, 0, 989.0034, 14.5223, 2025479, 29741.6517, 0, 5001, 14.5223, 29741.6517
2018-11-25 17:39:17:077, 0, 1065.4438, 15.2881, 2182029, 31310.0000, 0, 5000, 15.2881, 31310.0000
2018-11-25 17:39:22:077, 0, 1141.6270, 15.2366, 2338052, 31204.6000, 0, 5000, 15.2366, 31204.6000
2018-11-25 17:39:27:077, 0, 1216.9170, 15.0580, 2492246, 30838.8000, 0, 5000, 15.0580, 30838.8000
2018-11-25 17:39:32:077, 0, 1291.7832, 14.9732, 2645572, 30665.2000, 0, 5000, 14.9732, 30665.2000
2018-11-25 17:39:37:077, 0, 1366.7251, 14.9884, 2799053, 30696.2000, 0, 5000, 14.9884, 30696.2000
2018-11-25 17:39:42:077, 0, 1443.3623, 15.3274, 2956006, 31390.6000, 0, 5000, 15.3274, 31390.6000
2018-11-25 17:39:47:077, 0, 1521.1348, 15.5545, 3115284, 31855.6000, 0, 5000, 15.5545, 31855.6000
2018-11-25 17:39:52:077, 0, 1596.8638, 15.1458, 3270377, 31018.6000, 0, 5000, 15.1458, 31018.6000
2018-11-25 17:39:57:078, 0, 1671.6089, 14.9460, 3423455, 30609.4781, 0, 5001, 14.9460, 30609.4781
2018-11-25 17:40:02:078, 0, 1747.3984, 15.1579, 3578672, 31043.4000, 0, 5000, 15.1579, 31043.4000
2018-11-25 17:40:07:078, 0, 1825.8672, 15.6938, 3739376, 32140.8000, 0, 5000, 15.6938, 32140.8000
2018-11-25 17:40:12:078, 0, 1918.1558, 18.4577, 3928383, 37801.4000, 0, 5000, 18.4577, 37801.4000
2018-11-25 17:40:17:078, 0, 1995.6104, 15.4909, 4087010, 31725.4000, 0, 5000, 15.4909, 31725.4000
2018-11-25 17:40:22:078, 0, 2072.7925, 15.4364, 4245079, 31613.8000, 0, 5000, 15.4364, 31613.8000
2018-11-25 17:40:27:078, 0, 2148.0220, 15.0459, 4399149, 30814.0000, 0, 5000, 15.0459, 30814.0000
2018-11-25 17:40:32:078, 0, 2223.2969, 15.0550, 4553312, 30832.6000, 0, 5000, 15.0550, 30832.6000
2018-11-25 17:40:37:078, 0, 2298.0420, 14.9490, 4706390, 30615.6000, 0, 5000, 14.9490, 30615.6000
2018-11-25 17:40:42:078, 0, 2373.5137, 15.0943, 4860956, 30913.2000, 0, 5000, 15.0943, 30913.2000
2018-11-25 17:40:47:078, 0, 2447.1387, 14.7250, 5011740, 30156.8000, 0, 5000, 14.7250, 30156.8000
2018-11-25 17:40:52:078, 0, 2523.3672, 15.2457, 5167856, 31223.2000, 0, 5000, 15.2457, 31223.2000
2018-11-25 17:40:57:078, 0, 2599.6411, 15.2548, 5324065, 31241.8000, 0, 5000, 15.2548, 31241.8000
2018-11-25 17:41:02:078, 0, 2674.9766, 15.0671, 5478352, 30857.4000, 0, 5000, 15.0671, 30857.4000
2018-11-25 17:41:07:078, 0, 2751.3716, 15.2790, 5634809, 31291.4000, 0, 5000, 15.2790, 31291.4000
2018-11-25 17:41:12:078, 0, 2828.1299, 15.3517, 5792010, 31440.2000, 0, 5000, 15.3517, 31440.2000
2018-11-25 17:41:17:079, 0, 2902.4663, 14.8643, 5944251, 30442.1116, 0, 5001, 14.8643, 30442.1116
2018-11-25 17:41:22:079, 0, 2979.9966, 15.5061, 6103033, 31756.4000, 0, 5000, 15.5061, 31756.4000
2018-11-25 17:41:27:079, 0, 3054.2271, 14.8461, 6255057, 30404.8000, 0, 5000, 14.8461, 30404.8000
2018-11-25 17:41:32:079, 0, 3132.1660, 15.5878, 6414676, 31923.8000, 0, 5000, 15.5878, 31923.8000
2018-11-25 17:41:37:079, 0, 3210.2866, 15.6241, 6574667, 31998.2000, 0, 5000, 15.6241, 31998.2000
2018-11-25 17:41:42:079, 0, 3285.7129, 15.0853, 6729140, 30894.6000, 0, 5000, 15.0853, 30894.6000
2018-11-25 17:41:47:079, 0, 3362.8042, 15.4183, 6887023, 31576.6000, 0, 5000, 15.4183, 31576.6000
2018-11-25 17:41:52:079, 0, 3439.7290, 15.3850, 7044565, 31508.4000, 0, 5000, 15.3850, 31508.4000
2018-11-25 17:41:57:079, 0, 3509.8423, 14.0227, 7188157, 28718.4000, 0, 5000, 14.0227, 28718.4000
2018-11-25 17:42:02:079, 0, 3575.9443, 13.2204, 7323534, 27075.4000, 0, 5000, 13.2204, 27075.4000
2018-11-25 17:42:07:079, 0, 3650.7197, 14.9551, 7476674, 30628.0000, 0, 5000, 14.9551, 30628.0000
2018-11-25 17:42:12:079, 0, 3727.0693, 15.2699, 7633038, 31272.8000, 0, 5000, 15.2699, 31272.8000
2018-11-25 17:42:17:080, 0, 3802.9951, 15.1821, 7788534, 31092.9814, 0, 5001, 15.1821, 31092.9814
2018-11-25 17:42:22:080, 0, 3878.3457, 15.0701, 7942852, 30863.6000, 0, 5000, 15.0701, 30863.6000
2018-11-25 17:42:27:080, 0, 3953.6812, 15.0671, 8097139, 30857.4000, 0, 5000, 15.0671, 30857.4000
2018-11-25 17:42:32:080, 0, 4025.6260, 14.3890, 8244482, 29468.6000, 0, 5000, 14.3890, 29468.6000
2018-11-25 17:42:37:080, 0, 4100.3105, 14.9369, 8397436, 30590.8000, 0, 5000, 14.9369, 30590.8000
2018-11-25 17:42:42:080, 0, 4175.4795, 15.0338, 8551382, 30789.2000, 0, 5000, 15.0338, 30789.2000
2018-11-25 17:42:47:081, 0, 4252.0713, 15.3153, 8708242, 31365.7269, 0, 5001, 15.3153, 31365.7269
2018-11-25 17:42:52:081, 0, 4324.6064, 14.5070, 8856794, 29710.4000, 0, 5000, 14.5070, 29710.4000
2018-11-25 17:42:57:081, 0, 4399.2456, 14.9278, 9009655, 30572.2000, 0, 5000, 14.9278, 30572.2000
2018-11-25 17:43:02:081, 0, 4475.5195, 15.2548, 9165864, 31241.8000, 0, 5000, 15.2548, 31241.8000
2018-11-25 17:43:07:081, 0, 4551.6724, 15.2306, 9321825, 31192.2000, 0, 5000, 15.2306, 31192.2000
